search_id,pmid,pmcid,doi
ns_id,31684899,PMC6829976,10.1186/s12885-019-6278-9
ns_id,31675914,PMC6824123,10.1186/s12859-019-3147-0
ns_id,31673292,PMC6815005,10.1186/s13040-019-0206-z
ns_id,31681758,PMC6803390,10.3389/fcell.2019.00222
ns_id,31678735,PMC6838934,10.1016/j.omtn.2019.09.019
ns_id,31533864,PMC6751637,10.1186/s13326-019-0208-2
ns_id,31572444,PMC6751509,10.3389/fgene.2019.00832
ns_id,31411142,PMC6711036,10.2196/12610
ns_id,31372216,PMC6662680,10.12688/f1000research.19571.1
ns_id,31323264,PMC6708494,10.1016/j.taap.2019.114674
ns_id,31308550,PMC7995176,10.1038/s41592-019-0461-4
ns_id,31196129,PMC6567606,10.1186/s12859-019-2924-0
ns_id,31210270,PMC6866600,10.1093/database/baz059
ns_id,31181762,PMC6628051,10.3390/nu11061300
ns_id,31160594,PMC6546783,10.1038/s41597-019-0090-x
ns_id,31138117,PMC6538554,10.1186/s12859-019-2810-9
ns_id,31164903,PMC6536643,10.3389/fgene.2019.00466
ns_id,31060502,PMC6503437,10.1186/s12859-019-2829-y
ns_id,31074377,PMC6509876,10.1186/s12859-019-2729-1
ns_id,31114610,PMC6503737,10.3389/fgene.2019.00396
ns_id,31015423,PMC6478901,10.1038/s41467-019-09664-2
ns_id,31011201,PMC6476884,10.1038/s41598-019-42908-1
ns_id,30958818,PMC6472824,10.1371/journal.pbio.3000054
ns_id,30951672,PMC6616370,10.1016/j.cell.2019.02.018
ns_id,30934003,PMC6443178,10.1371/journal.pone.0213770
ns_id,30846554,PMC6442595,10.1073/pnas.1802973116
ns_id,30844764,PMC6428103,10.18632/aging.101847
ns_id,30833663,PMC6399448,10.1038/s41598-019-40102-x
ns_id,30863320,PMC6399412,10.3389/fphys.2019.00154
ns_id,30778255,PMC6380228,10.1038/sdata.2019.21
ns_id,30759076,PMC6373925,10.1371/journal.pcbi.1006762
ns_id,30753478,PMC6369425,10.1093/database/baz014
ns_id,30649296,PMC6333964,10.1093/database/bay145
ns_id,30675185,PMC6334395,10.1186/s13040-018-0190-8
ns_id,30624645,PMC7647183,10.1093/jamia/ocy161
ns_id,30693066,PMC6332925,10.1155/2018/8601028
ns_id,30662640,PMC6325506,NA
ns_id,30519990,PMC6755715,10.1186/s13321-018-0312-9
ns_id,30815087,PMC6371329,NA
ns_id,30815206,PMC6371316,NA
ns_id,30407550,PMC6323977,10.1093/nar/gky1032
ns_id,30417144,PMC6218668,10.1016/j.heliyon.2018.e00867
ns_id,30364956,PMC6323994,10.1093/nar/gky1010
ns_id,30351302,PMC6206617,10.1038/sdata.2018.230
ns_id,30384176,PMC6279243,10.1016/j.compbiomed.2018.10.021
ns_id,30256117,PMC6606054,10.1021/acs.jproteome.8b00393
ns_id,30252093,PMC6323926,10.1093/nar/gky869
ns_id,30224793,PMC6322546,10.1038/s41684-018-0150-4
ns_id,30200874,PMC6131949,10.1186/s12859-018-2339-3
ns_id,30190574,PMC6127254,10.1038/s41598-018-31439-w
ns_id,30237858,PMC6145694,10.18632/oncotarget.26032
ns_id,30131587,PMC6438764,10.1038/s41380-018-0223-1
ns_id,30166985,PMC6105692,10.3389/fimmu.2018.01877
ns_id,30111369,PMC6094585,10.1186/s13326-018-0187-8
ns_id,30111857,PMC6093887,10.1038/s41598-018-29789-6
ns_id,30104684,PMC6089996,10.1038/s41467-018-05709-0
ns_id,30097014,PMC6086046,10.1186/s13326-018-0188-7
ns_id,30093884,PMC6070605,10.3389/fendo.2018.00425
ns_id,30012108,PMC6048706,10.1186/s12859-018-2247-6
ns_id,29968796,PMC6030136,10.1038/s41598-018-28361-6
ns_id,30018674,PMC6029483,10.1155/2018/2959801
ns_id,29860481,PMC6007211,10.1093/database/bay045
ns_id,29849050,PMC5976644,10.1038/s41598-018-26525-y
ns_id,29704307,PMC6033003,10.1002/humu.23542
ns_id,29888054,PMC5961829,NA
ns_id,31984320,PMC6951984,10.1093/jamiaopen/ooy008
ns_id,29849945,PMC5966254,10.18632/oncotarget.25272
ns_id,29749535,PMC6059757,10.3892/or.2018.6429
ns_id,29854196,PMC5977712,NA
ns_id,29854250,PMC5977606,NA
ns_id,29671401,PMC5907153,10.1186/s12918-018-0530-9
ns_id,29671398,PMC5907145,10.1186/s12859-018-2098-1
ns_id,29579141,PMC6781604,10.1093/bib/bby015
ns_id,29554977,PMC5859804,10.1186/s13326-018-0178-9
ns_id,29588604,PMC5860139,10.2147/OTT.S158975
ns_id,29531082,PMC5910811,10.1073/pnas.1712058115
ns_id,29531238,PMC5847511,10.1038/s41598-018-22345-2
ns_id,29983520,PMC6016343,10.4314/ejhs.v28i2.14
ns_id,29590633,PMC5897730,10.1242/dmm.032839
ns_id,29409535,PMC5800094,10.1186/s13326-018-0176-y
ns_id,29402212,PMC5800055,10.1186/s12859-018-2039-z
ns_id,29610744,PMC5879535,10.21037/atm.2017.03.100
ns_id,29335022,PMC5769431,10.1186/s13326-017-0170-9
ns_id,29282079,PMC5745885,10.1186/s12885-017-3854-8
ns_id,29322930,PMC5763302,10.1186/s12859-017-1981-5
ns_id,29261751,PMC5738129,10.1371/journal.pone.0189663
ns_id,29258588,PMC5735523,10.1186/s13326-017-0167-4
ns_id,29311898,PMC5732932,10.3389/fnagi.2017.00408
ns_id,29208006,PMC5717815,10.1186/s13046-017-0651-9
ns_id,29197409,PMC5712086,10.1186/s13326-017-0162-9
ns_id,29187394,PMC5740975,10.1128/CMR.00056-17
ns_id,29122012,PMC5679337,10.1186/s13326-017-0161-x
ns_id,29106618,PMC5753383,10.1093/nar/gkx1062
ns_id,29214177,PMC5682045,10.1155/2017/8327980
ns_id,29020091,PMC5636111,10.1371/journal.pone.0185797
ns_id,30053270,PMC5753215,10.1093/nar/gkx907
ns_id,29262548,PMC5732714,10.18632/oncotarget.21532
ns_id,28936969,PMC5640425,10.7554/eLife.26726
ns_id,28925997,PMC5604135,10.1038/sdata.2017.125
ns_id,28848387,PMC5554380,10.3389/fnmol.2017.00250
ns_id,28838067,PMC5886338,10.1093/ilar/ilw040
ns_id,28947982,PMC5601150,10.18632/oncotarget.19588
ns_id,28678787,PMC5517062,10.1371/journal.pcbi.1005641
ns_id,28713243,PMC5492163,10.3389/fnmol.2017.00212
ns_id,28694792,PMC5483436,10.3389/fmicb.2017.01068
ns_id,28629436,PMC5477351,10.1186/s13326-017-0132-2
ns_id,28657226,PMC5540724,10.3802/jgo.2017.28.e65
ns_id,29220436,PMC5502356,10.1093/database/bax044
ns_id,28592275,PMC5463318,10.1186/s13326-017-0128-y
ns_id,28601712,PMC5572073,10.1016/j.compbiomed.2017.05.026
ns_id,28541637,PMC5447148,10.3802/jgo.2017.28.e49
ns_id,28256708,PMC6296778,10.1002/cne.24196
ns_id,28340554,PMC5366146,10.1186/s12859-017-1605-0
ns_id,28365732,PMC5467561,10.1093/database/bax014
ns_id,28241135,PMC6857182,10.1038/nature21374
ns_id,28176830,PMC5296879,10.1038/srep42169
ns_id,28063254,PMC5321808,10.1002/psp4.12155
ns_id,29295235,PMC5881393,NA
ns_id,28819351,PMC5555235,10.3233/sw-160238
ns_id,27930807,PMC5152691,10.1002/cpbi.19
ns_id,27899636,PMC5210586,10.1093/nar/gkw1128
ns_id,27857184,PMC5114649,10.1038/srep37324
ns_id,27812137,PMC5094732,10.1371/journal.pone.0165545
ns_id,27733503,PMC5210626,10.1093/nar/gkw918
ns_id,27703231,PMC5050487,10.1038/srep34820
ns_id,27578323,PMC5006367,10.1186/s12859-016-1205-4
ns_id,27610375,PMC5005524,10.1155/2016/4369431
ns_id,27535358,PMC4989895,10.1186/s12920-016-0189-2
ns_id,27003817,PMC4933310,10.1007/s40264-016-0414-0
ns_id,27358653,PMC4926300,10.1186/s13072-016-0074-4
ns_id,27296450,PMC4907256,10.1186/s13326-016-0085-x
ns_id,27235586,PMC4947423,10.1016/j.jtbi.2016.05.026
ns_id,27175225,PMC4863347,10.1186/s13326-016-0064-2
ns_id,27152146,PMC4857245,10.1186/s13326-016-0066-0
ns_id,27099700,PMC4837519,10.1186/s13326-016-0062-4
ns_id,27076901,PMC4830068,10.1186/s13326-016-0061-5
ns_id,27034769,PMC4815270,10.1186/s13326-016-0058-0
ns_id,26950747,PMC4967716,10.1038/nmeth.3799
ns_id,26810135,PMC5380835,10.1038/tpj.2015.97
ns_id,26804977,PMC4726433,10.1038/srep19820
ns_id,26788126,PMC4717572,10.1186/s13040-016-0082-8
ns_id,26772741,PMC4715272,10.1186/s40246-016-0061-7
ns_id,26507230,PMC4626853,10.1128/mBio.01263-15
ns_id,26507285,PMC4622021,10.1093/database/bav104
ns_id,26463000,PMC4945830,10.1093/bib/bbv080
ns_id,26834985,PMC4706053,10.12688/f1000research.6836.2
ns_id,26320941,PMC4553261,10.3402/jev.v4.27497
ns_id,26251654,PMC4527102,10.1186/s12014-015-9091-8
ns_id,26154679,PMC4495600,10.1038/srep10900
ns_id,26119816,PMC4572507,10.1016/j.ajhg.2015.05.020
ns_id,26140188,PMC4488034,10.1186/s13326-015-0028-y
ns_id,26093607,PMC4602048,10.1007/s00335-015-9576-9
ns_id,26092691,PMC4602072,10.1007/s00335-015-9577-8
ns_id,26051359,PMC4458913,10.1038/srep10888
ns_id,26043920,PMC4460923,10.1186/1755-8794-8-S2-S9
ns_id,25904633,PMC4489246,10.1093/nar/gkv382
ns_id,25868462,PMC4986666,10.1093/jamia/ocu004
ns_id,25861967,PMC4528628,10.1093/bioinformatics/btv196
ns_id,25841438,PMC4385274,10.1093/database/bav032
ns_id,25819073,PMC4377087,10.1093/database/bav019
ns_id,26306239,PMC4525265,NA
ns_id,25789153,PMC4364458,10.1186/s13326-015-0004-6
ns_id,25723102,PMC4310165,10.1186/s13059-014-0560-6
ns_id,25556549,PMC5524129,10.1111/1460-6984.12136
ns_id,25491305,PMC4276108,10.1186/s12883-014-0232-x
ns_id,25379899,PMC4224389,10.1371/journal.pone.0111226
ns_id,25348409,PMC4383880,10.1093/nar/gku1011
ns_id,25261458,PMC4299661,10.15252/msb.20145222
ns_id,25232094,PMC4191387,10.1093/nar/gku772
ns_id,25254202,PMC4165507,10.1155/2014/134023
ns_id,25222080,PMC4281950,10.1186/s13059-014-0438-7
ns_id,25852852,PMC4387853,10.1186/2041-1480-5-37
ns_id,25106869,PMC4383999,10.1093/nar/gku724
ns_id,25093068,PMC4120740,10.1186/2041-1480-5-29
ns_id,24932637,PMC4059643,10.1371/journal.pone.0099415
ns_id,25093074,PMC4108877,10.1186/2041-1480-5-S1-S5
ns_id,25093072,PMC4108874,10.1186/2041-1480-5-S1-S3
ns_id,25045465,PMC4081507,10.1186/2043-9113-4-8
ns_id,24670764,PMC4529748,10.1038/nature13182
ns_id,24453957,PMC3894162,10.1371/journal.pcbi.1003432
ns_id,24788261,PMC4636907,10.1007/978-1-4939-0709-0_4
ns_id,24456465,PMC3903324,10.1089/omi.2013.0149
ns_id,24267822,PMC4177144,10.1186/2041-1480-4-35
ns_id,24232732,PMC3828568,10.1038/srep03202
ns_id,24146757,PMC3795748,10.1371/journal.pone.0075504
ns_id,23886403,PMC3751136,10.1186/1746-1596-8-122
ns_id,23589184,PMC3705004,10.1007/s10278-013-9599-2
ns_id,23442263,PMC3599981,10.1186/1471-2164-14-129
ns_id,23533462,PMC3594946,10.1155/2013/136732
ns_id,23374886,PMC3571923,10.1186/1471-2105-14-35
ns_id,23424146,PMC3587774,NA
ns_id,23197658,PMC3531051,10.1093/nar/gks1244
ns_id,23161684,PMC3531119,10.1093/nar/gks1080
ns_id,23155060,PMC3607093,10.1136/jech-2012-201142
ns_id,23155465,PMC3498356,10.1371/journal.pone.0049198
ns_id,23304328,PMC3540574,NA
ns_id,23046572,PMC3448532,10.1186/2041-1480-3-S2-S3
ns_id,22737162,PMC3381282,10.3389/fgene.2012.00111
ns_id,22711793,PMC3493115,10.1093/bioinformatics/bts350
ns_id,22689774,PMC3371847,10.1093/bioinformatics/bts215
ns_id,22541597,PMC3337266,10.1186/2041-1480-3-S1-S6
ns_id,22541594,PMC3337258,10.1186/2041-1480-3-S1-S3
ns_id,22494789,PMC3392849,10.1136/amiajnl-2011-000631
ns_id,22779044,PMC3392061,NA
ns_id,22434839,PMC3308161,10.1093/database/bas005
ns_id,22165947,PMC3271090,10.1186/1471-2164-12-603
ns_id,22080554,PMC3245088,10.1093/nar/gkr972
ns_id,22165817,PMC3236847,10.1186/1471-2105-12-S10-S4
ns_id,21918645,PMC3170774,10.1016/j.websem.2011.06.005
ns_id,21714896,PMC3150296,10.1186/1471-2105-12-266
ns_id,21738333,PMC3124697,10.6026/97320630006288
ns_id,21619703,PMC3129328,10.1186/1471-2105-12-218
ns_id,21624155,PMC3102889,10.1186/2041-1480-2-S2-S1
ns_id,21550421,PMC3392036,10.1016/j.jbi.2011.04.007
ns_id,21347046,PMC3041331,NA
ns_id,21051346,PMC3013658,10.1093/nar/gkq1038
ns_id,20569493,PMC2911465,10.1186/1756-0500-3-175
ns_id,20626921,PMC2903720,10.1186/2041-1480-1-S1-S1
ns_id,21347137,PMC3041538,NA
ns_id,20074352,PMC2831003,10.1186/1471-2105-11-29
ns_id,20157492,PMC2797454,10.1093/database/bap019
ns_id,19796395,PMC2755819,10.1186/1471-2105-10-S10-S11
ns_id,19594883,PMC2709267,10.1186/1471-2164-10-S1-S6
ns_id,19591646,PMC2718486,10.1186/gb-2009-10-6-221
ns_id,19478018,PMC2687947,10.1093/bioinformatics/btp193
ns_id,21347171,PMC3041576,NA
ns_id,19208184,PMC2646250,10.1186/1471-2105-10-S2-S1
ns_id,NA,PMC1871670,10.1215/15228517-2006-033
ns_id,12946029,PMC8095919,10.1111/j.1750-3639.2003.tb00039.x
ns_id,16443951,PMC1871926,10.1215/S1522851705000347
ns_id,NA,PMC1688707,10.1098/rspb.1997.0208
ns_id,7807010,PMC2191855,10.1084/jem.181.1.307
ns_id,7807027,PMC2191852,10.1084/jem.181.1.93
ns_id,7819027,PMC2033434,10.1038/bjc.1995.26
ns_id,8340750,PMC2191130,10.1084/jem.178.2.381
ns_id,8459201,PMC2190975,10.1084/jem.177.4.1009
ns_id,2676991,PMC210423,10.1128/jb.171.10.5738-5742.1989
ns_id,2768196,PMC210313,10.1128/jb.171.9.5025-5030.1989
ns_id,2705508,PMC1879777,NA
ns_id,2899325,PMC281725,10.1073/pnas.85.14.5240
ns_id,3459175,PMC323722,10.1073/pnas.83.12.4312
ns_id,3005371,PMC499612,10.1136/jcp.39.1.51
ns_id,6408064,PMC217690,10.1128/jb.155.1.381-390.1983
ns_id,6252434,PMC373189,10.1128/mr.44.3.468-490.1980
ns_id,461185,PMC327843,10.1093/nar/6.6.2165
ns_id,648487,PMC1637135,10.1289/ehp.7822171
ns_id,178927,PMC354787,10.1128/jvi.18.3.885-893.1976
ns_id,1097602,PMC491995,10.1136/jnnp.38.5.436
ns_id,4368545,PMC414999,10.1128/iai.10.2.320-327.1974
ns_id,4155289,PMC1168216,10.1042/bj1420105
ns_id,13183934,PMC357371,10.1128/jb.68.2.231-236.1954
ns_id,19992287,PMC1997770,NA
ns_id,NA,PMC2408226,NA
ns_id,20756311,PMC2407143,10.1136/bmj.1.1852.1550
ns_id,NA,PMC2422466,NA
ns_id,17231950,PMC1328148,NA
full_name,36267181,PMC9577021,10.3389/fmicb.2022.963704
full_name,36157238,PMC9499748,10.1155/2022/2469592
full_name,35244317,PMC9440950,10.1111/bdi.13198
full_name,35977020,PMC9385149,10.1126/sciadv.abq4884
full_name,35969645,PMC9410559,10.1371/journal.pcbi.1010404
full_name,35990650,PMC9388859,10.3389/fimmu.2022.972107
full_name,36271389,PMC9585694,10.1186/s13326-022-00279-z
full_name,33991581,PMC9346194,10.1016/j.jaci.2021.04.033
full_name,35882847,PMC9325891,10.1038/s41467-022-31707-4
full_name,35877764,PMC9312389,10.1371/journal.pone.0271737
full_name,35860023,PMC9289459,10.3389/fphar.2022.905197
full_name,35821017,PMC9276653,10.1038/s41597-022-01510-3
full_name,35522919,PMC9171847,10.1021/acs.jproteome.2c00023
full_name,35620297,PMC9127467,10.3389/fphar.2022.872785
full_name,36008469,PMC9411158,10.1038/s42003-022-03816-9
full_name,36035123,PMC9403316,10.3389/fgene.2022.956781
full_name,35758016,PMC9366895,10.1242/dmm.049441
full_name,35927282,PMC9352715,10.1038/s41597-022-01598-7
full_name,35143083,PMC9305291,10.1002/humu.24341
full_name,35884419,PMC9319344,10.3390/cancers14143358
full_name,35641150,PMC9294430,10.1093/bib/bbac187
full_name,35837194,PMC9274036,10.21037/jgo-22-536
full_name,35832092,PMC9254250,10.7150/thno.69938
full_name,35580053,PMC9252732,10.1093/nar/gkac335
full_name,35670661,PMC9252725,10.1093/nar/gkac480
full_name,35760791,PMC9237040,10.1038/s41467-022-31030-y
full_name,35657113,PMC9216561,10.1093/database/baac036
full_name,35363306,PMC9216550,10.1093/database/baac014
full_name,35348648,PMC9216524,10.1093/database/baac019
full_name,34897464,PMC9209811,10.1093/genetics/iyab224
full_name,35685370,PMC9156858,10.1016/j.csbj.2022.05.004
full_name,35655307,PMC9161770,10.1186/s12911-022-01848-z
full_name,35607433,PMC9123154,10.1007/s13755-022-00176-w
full_name,35590258,PMC9118755,10.1186/s12859-022-04715-w
full_name,35579551,PMC9112763,10.1093/gigascience/giac047
full_name,35571058,PMC9096447,10.3389/fgene.2022.855739
full_name,35558518,PMC9088009,10.3389/fonc.2022.849640
